feature_set,model,params,fold,mse,rmse,mae,epochs_run
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(16,);learning_rate_init=0.001",5,0.050586339086294174,0.2249140704497924,0.15179845690727234,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(16,);learning_rate_init=0.003",1,0.05751964822411537,0.23983254204572693,0.17807133495807648,983
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(16,);learning_rate_init=0.003",2,0.029204685240983963,0.17089378350596596,0.12463875114917755,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(16,);learning_rate_init=0.003",3,0.03585786372423172,0.1893617271896085,0.1464737355709076,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(16,);learning_rate_init=0.003",4,0.04406988248229027,0.20992827937724415,0.15651680529117584,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(16,);learning_rate_init=0.003",5,0.03519739583134651,0.18760969013179066,0.127966970205307,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32,);learning_rate_init=0.001",1,0.07454730570316315,0.2730335248704143,0.19551463425159454,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32,);learning_rate_init=0.001",2,0.0812920406460762,0.28511759090956873,0.21116302907466888,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32,);learning_rate_init=0.001",3,0.07096803188323975,0.2663982580334184,0.19956189393997192,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32,);learning_rate_init=0.001",4,0.05292440950870514,0.23005305802945794,0.163780078291893,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32,);learning_rate_init=0.001",5,0.10942403227090836,0.33079303540266436,0.2342328429222107,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32,);learning_rate_init=0.003",1,0.0549183189868927,0.23434657878213777,0.16666319966316223,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32,);learning_rate_init=0.003",2,0.04269954189658165,0.20663867473583364,0.1499253809452057,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32,);learning_rate_init=0.003",3,0.05036157742142677,0.22441385300695404,0.16295437514781952,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32,);learning_rate_init=0.003",4,0.02849634736776352,0.16880861165166758,0.13083140552043915,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(32,);learning_rate_init=0.003",5,0.07684089243412018,0.27720189832344255,0.19305042922496796,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64,);learning_rate_init=0.001",1,0.05468392372131348,0.23384594014289295,0.16988377273082733,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64,);learning_rate_init=0.001",2,0.05992254614830017,0.24479082120925238,0.1734188348054886,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64,);learning_rate_init=0.001",3,0.08305273950099945,0.28818872202256535,0.21828943490982056,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64,);learning_rate_init=0.001",4,0.05051407963037491,0.22475337512565838,0.16202184557914734,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64,);learning_rate_init=0.001",5,0.054470837116241455,0.23338988220623758,0.16833114624023438,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64,);learning_rate_init=0.003",1,0.026643557474017143,0.1632285436865046,0.12434036284685135,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64,);learning_rate_init=0.003",2,0.06147179380059242,0.2479350596438358,0.17855332791805267,423
